update,global_step,sps,mean_episodic_reward
109,558080,745,109.0
110,563200,745,107.2
111,568320,745,115.6
112,573440,745,109.8
113,578560,745,106.2
114,583680,745,114.4
115,588800,745,110.0
116,593920,745,119.4
117,599040,745,104.5
118,604160,745,118.0
119,609280,745,113.2
120,614400,745,114.6
121,619520,745,119.6
122,624640,746,113.8
123,629760,746,110.2
124,634880,746,110.6
125,640000,746,101.16666666666667
126,645120,746,122.6
127,650240,746,120.0
128,655360,746,111.0
129,660480,746,107.8
130,665600,746,108.8
131,670720,746,104.0
132,675840,746,114.2
133,680960,746,109.2
134,686080,746,97.33333333333333
135,691200,746,115.0
136,696320,746,114.8
137,701440,746,117.2
138,706560,746,122.8
139,711680,746,110.8
140,716800,746,111.0
141,721920,746,96.0
142,727040,746,100.16666666666667
143,732160,746,123.6
144,737280,747,116.0
145,742400,747,105.2
146,747520,747,109.2
147,752640,747,118.6
148,757760,747,103.2
149,762880,747,106.0
150,768000,747,89.66666666666667
151,773120,747,128.0
152,778240,747,116.4
153,783360,747,108.0
154,788480,747,112.0
155,793600,747,106.0
156,798720,747,98.0
157,803840,747,97.0
158,808960,747,98.0
159,814080,747,111.83333333333333
160,819200,748,102.0
161,824320,748,111.6
162,829440,748,112.2
163,834560,748,109.8
164,839680,748,103.4
165,844800,748,108.8
166,849920,748,109.8
167,855040,748,111.5
168,860160,748,102.4
169,865280,748,112.8
170,870400,748,104.8
171,875520,748,111.8
172,880640,748,104.4
173,885760,748,107.8
174,890880,748,107.8
175,896000,748,90.66666666666667
176,901120,748,121.2
177,906240,748,102.8
178,911360,748,110.0
179,916480,748,112.4
180,921600,748,106.0
181,926720,748,104.2
182,931840,748,111.4
183,936960,748,108.6
184,942080,748,106.66666666666667
185,947200,748,120.4
186,952320,748,112.6
187,957440,748,99.4
188,962560,749,111.2
189,967680,749,105.2
190,972800,749,110.4
191,977920,749,109.2
192,983040,749,109.83333333333333
193,988160,749,105.8
194,993280,749,107.0
195,998400,749,112.2
196,1003520,749,110.6
197,1008640,749,108.8
198,1013760,749,103.2
199,1018880,749,109.8
200,1024000,749,88.33333333333333
201,1029120,749,118.0
202,1034240,749,113.0
203,1039360,749,110.4
204,1044480,749,102.0
205,1049600,750,101.8
206,1054720,750,109.2
207,1059840,750,107.2
208,1064960,750,101.0
209,1070080,750,101.66666666666667
210,1075200,750,105.6
211,1080320,750,126.6
212,1085440,750,104.0
213,1090560,750,114.0
214,1095680,750,105.8
215,1100800,750,110.2
216,1105920,750,103.2
217,1111040,750,98.0
218,1116160,750,111.2
219,1121280,750,104.4
220,1126400,750,114.2
221,1131520,750,112.8
222,1136640,750,109.6
223,1141760,750,118.0
224,1146880,750,109.4
225,1152000,750,89.5
226,1157120,750,139.4
227,1162240,750,109.6
228,1167360,750,116.2
229,1172480,750,113.4
230,1177600,750,99.6
231,1182720,750,107.2
232,1187840,750,110.0
233,1192960,751,117.4
234,1198080,751,110.66666666666667
235,1203200,750,111.8
236,1208320,750,116.6
237,1213440,750,108.4
238,1218560,750,103.8
239,1223680,750,112.8
240,1228800,750,110.4
241,1233920,750,110.8
242,1239040,750,110.66666666666667
243,1244160,750,126.0
244,1249280,750,113.4
245,1254400,750,111.6
246,1259520,750,118.6
247,1264640,750,120.2
248,1269760,751,106.4
249,1274880,751,122.8
250,1280000,751,92.83333333333333
251,1285120,751,134.2
252,1290240,751,105.4
253,1295360,751,110.2
254,1300480,751,102.4
255,1305600,751,114.6
256,1310720,751,121.2
257,1315840,751,100.6
258,1320960,751,123.2
259,1326080,751,109.16666666666667
260,1331200,751,110.2
261,1336320,751,114.2
262,1341440,751,109.2
263,1346560,751,114.6
264,1351680,751,113.8
265,1356800,751,104.4
266,1361920,751,118.6
267,1367040,751,97.16666666666667
268,1372160,751,107.6
269,1377280,752,101.4
270,1382400,752,126.6
271,1387520,752,105.6
272,1392640,752,113.2
273,1397760,752,111.0
274,1402880,752,112.8
275,1408000,752,90.33333333333333
276,1413120,752,126.4
277,1418240,752,105.8
278,1423360,752,115.8
279,1428480,752,104.4
280,1433600,752,115.6
281,1438720,752,115.0
282,1443840,752,114.0
283,1448960,752,106.2
284,1454080,753,104.5
285,1459200,753,97.0
286,1464320,753,109.0
287,1469440,753,102.0
288,1474560,753,112.6
289,1479680,753,114.8
290,1484800,753,109.0
291,1489920,753,97.4
292,1495040,753,103.5
293,1500160,753,101.8
294,1505280,753,106.6
295,1510400,753,96.6
296,1515520,753,107.8
297,1520640,753,115.2
298,1525760,753,112.4
299,1530880,753,111.6
300,1536000,753,96.16666666666667
301,1541120,753,138.6
302,1546240,753,105.2
303,1551360,753,116.4
304,1556480,753,107.4
305,1561600,754,113.2
306,1566720,754,117.0
307,1571840,754,119.0
308,1576960,754,107.4
309,1582080,754,115.16666666666667
310,1587200,754,120.4
311,1592320,754,117.6
312,1597440,754,111.0
313,1602560,754,108.2
314,1607680,754,112.0
315,1612800,754,107.0
316,1617920,754,113.8
317,1623040,754,109.33333333333333
318,1628160,754,121.2
319,1633280,754,122.2
320,1638400,754,120.4
321,1643520,754,119.0
322,1648640,754,111.4
323,1653760,754,113.2
324,1658880,754,123.2
325,1664000,754,88.83333333333333
326,1669120,754,133.0
327,1674240,754,109.8
328,1679360,754,109.4
329,1684480,754,110.4
330,1689600,754,104.8
331,1694720,754,116.4
332,1699840,754,106.4
333,1704960,754,106.4
334,1710080,754,100.83333333333333
335,1715200,754,110.4
336,1720320,754,112.4
337,1725440,754,109.8
338,1730560,754,106.6
339,1735680,754,106.4
340,1740800,754,104.4
341,1745920,754,113.2
342,1751040,754,109.33333333333333
343,1756160,754,115.8
344,1761280,754,110.0
345,1766400,754,118.4
346,1771520,754,113.0
347,1776640,754,118.8
348,1781760,754,110.4
349,1786880,754,116.8
350,1792000,754,94.16666666666667
351,1797120,754,119.6
352,1802240,754,109.8
353,1807360,754,107.0
354,1812480,754,115.4
355,1817600,754,112.8
356,1822720,754,109.2
357,1827840,754,112.8
358,1832960,754,112.6
359,1838080,754,107.0
360,1843200,754,112.8
361,1848320,754,118.4
362,1853440,754,96.6
363,1858560,754,116.8
364,1863680,754,114.2
365,1868800,754,107.6
366,1873920,754,98.6
367,1879040,754,106.33333333333333
368,1884160,754,113.2
369,1889280,754,112.6
370,1894400,754,114.0
371,1899520,754,114.8
372,1904640,754,106.2
373,1909760,754,106.4
374,1914880,754,121.4
375,1920000,754,90.16666666666667
376,1925120,754,138.6
377,1930240,754,113.6
378,1935360,754,105.8
379,1940480,754,106.0
380,1945600,754,112.2
381,1950720,754,112.4
382,1955840,754,101.0
383,1960960,754,107.2
384,1966080,754,102.83333333333333
385,1971200,754,120.4
386,1976320,754,104.8
387,1981440,754,111.6
388,1986560,754,118.8
389,1991680,754,113.2
390,1996800,754,114.2
