update,global_step,sps,mean_episodic_reward
173,885760,737,113.8
174,890880,737,113.2
175,896000,737,93.66666666666667
176,901120,737,125.0
177,906240,737,102.6
178,911360,737,117.8
179,916480,737,110.0
180,921600,737,121.8
181,926720,737,109.6
182,931840,737,112.0
183,936960,738,95.2
184,942080,738,112.83333333333333
185,947200,738,114.0
186,952320,738,115.2
187,957440,738,112.4
188,962560,738,104.0
189,967680,738,111.0
190,972800,738,106.0
191,977920,738,111.6
192,983040,738,101.66666666666667
193,988160,739,106.6
194,993280,739,106.0
195,998400,739,106.4
196,1003520,739,105.6
197,1008640,739,121.2
198,1013760,739,103.4
199,1018880,739,105.2
200,1024000,739,90.16666666666667
201,1029120,739,126.2
202,1034240,739,115.4
203,1039360,739,104.4
204,1044480,739,118.6
205,1049600,739,110.6
206,1054720,739,107.0
207,1059840,738,110.2
208,1064960,738,103.6
209,1070080,738,110.33333333333333
210,1075200,738,122.6
211,1080320,738,106.6
212,1085440,738,115.2
213,1090560,738,95.8
214,1095680,738,106.6
215,1100800,738,104.8
216,1105920,738,109.2
217,1111040,738,108.83333333333333
218,1116160,738,116.0
219,1121280,738,109.4
220,1126400,738,116.0
221,1131520,738,117.6
222,1136640,738,99.8
223,1141760,738,113.4
224,1146880,738,110.2
225,1152000,738,93.0
226,1157120,739,125.4
227,1162240,739,125.6
228,1167360,739,113.2
229,1172480,739,103.2
230,1177600,739,105.8
231,1182720,739,113.6
232,1187840,739,112.2
233,1192960,739,107.8
234,1198080,739,100.0
235,1203200,739,120.6
236,1208320,739,109.4
237,1213440,739,111.4
238,1218560,739,103.6
239,1223680,739,108.4
240,1228800,739,111.6
241,1233920,739,112.8
242,1239040,739,106.16666666666667
243,1244160,740,102.0
244,1249280,740,100.8
245,1254400,740,101.2
246,1259520,740,96.0
247,1264640,740,107.2
248,1269760,740,97.2
249,1274880,740,104.2
250,1280000,740,96.5
251,1285120,740,123.2
252,1290240,740,131.4
253,1295360,740,116.2
254,1300480,740,98.8
255,1305600,740,109.0
256,1310720,740,109.2
257,1315840,740,112.2
258,1320960,740,109.0
259,1326080,740,106.16666666666667
260,1331200,740,111.8
261,1336320,740,106.2
262,1341440,740,111.4
263,1346560,740,102.0
264,1351680,740,111.6
265,1356800,741,115.8
266,1361920,741,121.8
267,1367040,741,96.16666666666667
268,1372160,741,112.2
269,1377280,741,101.2
270,1382400,741,105.2
271,1387520,741,118.0
272,1392640,741,109.0
273,1397760,741,115.2
274,1402880,741,112.6
275,1408000,741,85.0
276,1413120,741,120.2
277,1418240,741,96.2
278,1423360,741,108.2
279,1428480,741,109.4
280,1433600,741,111.8
281,1438720,741,116.6
282,1443840,741,113.4
283,1448960,741,109.6
284,1454080,741,103.16666666666667
285,1459200,741,113.0
286,1464320,741,112.0
287,1469440,741,111.0
288,1474560,741,116.0
289,1479680,741,112.8
290,1484800,741,107.0
291,1489920,741,100.2
292,1495040,741,96.16666666666667
293,1500160,741,121.8
294,1505280,741,107.2
295,1510400,741,108.8
296,1515520,741,108.2
297,1520640,741,101.0
298,1525760,741,102.0
299,1530880,741,112.0
300,1536000,741,97.5
301,1541120,741,132.2
302,1546240,741,115.2
303,1551360,742,109.2
304,1556480,742,113.4
305,1561600,742,115.8
306,1566720,742,108.0
307,1571840,742,116.2
308,1576960,742,118.2
309,1582080,742,106.33333333333333
310,1587200,742,107.0
311,1592320,742,116.8
312,1597440,742,100.6
313,1602560,742,103.4
314,1607680,742,108.2
315,1612800,742,113.6
316,1617920,742,105.0
317,1623040,742,102.83333333333333
318,1628160,742,127.0
319,1633280,742,106.6
320,1638400,742,109.8
321,1643520,742,103.6
322,1648640,742,106.6
323,1653760,742,108.8
324,1658880,742,108.6
325,1664000,742,82.83333333333333
326,1669120,742,122.2
327,1674240,742,109.4
328,1679360,742,114.8
329,1684480,742,113.2
330,1689600,742,106.4
331,1694720,742,110.0
332,1699840,742,109.4
333,1704960,742,115.8
334,1710080,742,101.16666666666667
335,1715200,743,120.4
336,1720320,743,117.8
337,1725440,743,96.2
338,1730560,743,111.6
339,1735680,743,110.2
340,1740800,743,119.2
341,1745920,743,105.6
342,1751040,743,100.5
343,1756160,743,111.8
344,1761280,743,111.2
345,1766400,743,111.0
346,1771520,743,107.0
347,1776640,743,103.0
348,1781760,743,114.6
349,1786880,743,107.0
350,1792000,743,96.33333333333333
351,1797120,743,131.6
352,1802240,743,99.4
353,1807360,743,112.4
354,1812480,743,110.2
355,1817600,743,106.4
356,1822720,743,109.4
357,1827840,743,107.4
358,1832960,743,111.6
359,1838080,743,107.0
360,1843200,743,109.8
361,1848320,743,115.8
362,1853440,743,106.6
363,1858560,743,93.4
364,1863680,743,104.6
365,1868800,743,104.4
366,1873920,743,109.4
367,1879040,743,98.83333333333333
368,1884160,744,111.4
369,1889280,744,111.0
370,1894400,744,100.0
371,1899520,744,101.0
372,1904640,744,109.4
373,1909760,744,116.4
374,1914880,744,100.8
375,1920000,744,87.33333333333333
376,1925120,744,128.6
377,1930240,744,104.0
378,1935360,744,112.0
379,1940480,744,100.6
380,1945600,744,108.0
381,1950720,744,110.8
382,1955840,744,98.4
383,1960960,744,109.8
384,1966080,744,116.33333333333333
385,1971200,744,112.0
386,1976320,744,110.0
387,1981440,744,110.0
388,1986560,744,112.0
389,1991680,744,114.8
390,1996800,744,111.4
