update,global_step,sps,mean_episodic_reward,policy_loss,value_loss,entropy_loss
1,2048,677,57.4,-2.5757951736450195,15.473880767822266,0.991615891456604
2,4096,758,55.5,-1.5307977199554443,4.517879486083984,0.9176982045173645
3,6144,789,56.0,-1.390347957611084,4.459064483642578,0.8626093864440918
4,8192,805,58.1,-0.9343814253807068,2.5082035064697266,0.6322200298309326
5,10240,816,58.18181818181818,-0.2839038670063019,1.8149645328521729,0.5761436223983765
6,12288,824,57.7,-0.291399210691452,1.5471336841583252,0.3449583053588867
7,14336,830,55.6,-0.1700163036584854,1.913854956626892,0.35408109426498413
8,16384,834,57.7,-0.37137317657470703,1.8987979888916016,0.3310537338256836
9,18432,837,61.72727272727273,-0.16975606977939606,1.2500885725021362,0.3851989209651947
10,20480,840,56.2,-0.12096729874610901,0.877640962600708,0.4502473473548889
11,22528,843,56.5,-0.103112131357193,1.868459701538086,0.36259540915489197
12,24576,844,56.1,-0.24484319984912872,1.3654433488845825,0.351091206073761
13,26624,846,59.27272727272727,-0.3997611403465271,1.2848609685897827,0.39720866084098816
14,28672,847,56.2,0.10199278593063354,0.4490620493888855,0.401958167552948
15,30720,848,50.1,0.08919858187437057,0.6481563448905945,0.30121150612831116
16,32768,849,55.4,-0.08141471445560455,1.0259350538253784,0.25062891840934753
17,34816,850,58.27272727272727,0.022128961980342865,0.6091634035110474,0.26702189445495605
18,36864,850,54.5,0.09595361351966858,0.5406951904296875,0.23709915578365326
19,38912,851,55.7,-0.02286403626203537,0.455244779586792,0.22013455629348755
20,40960,851,55.5,0.11083665490150452,0.5220749974250793,0.2833382785320282
21,43008,851,54.72727272727273,0.05885688215494156,0.9936866164207458,0.30777162313461304
22,45056,852,52.4,-0.0998525619506836,0.3947531282901764,0.4675790071487427
23,47104,852,54.6,-0.057175956666469574,0.38836055994033813,0.390256404876709
24,49152,852,57.6,-0.2158004641532898,0.602914571762085,0.34067749977111816
25,51200,852,61.6,-0.853908896446228,5.811431884765625,0.32491251826286316
26,53248,853,55.90909090909091,-0.223553866147995,0.9243925213813782,0.3146316707134247
27,55296,853,48.9,-0.1930580735206604,0.5902466773986816,0.28627610206604004
28,57344,853,59.1,-0.31550276279449463,1.036044716835022,0.24820350110530853
29,59392,854,58.8,-0.0760495513677597,0.9958505630493164,0.29469165205955505
30,61440,854,52.36363636363637,-0.14093808829784393,0.726379930973053,0.2281113862991333
31,63488,854,58.0,-0.2785663604736328,0.7022206783294678,0.23003099858760834
32,65536,854,49.9,0.04582921415567398,1.0942074060440063,0.309923380613327
33,67584,854,53.7,-0.19841702282428741,0.3327249586582184,0.2277965545654297
34,69632,855,56.36363636363637,0.1099015548825264,0.5002671480178833,0.18479062616825104
35,71680,855,60.1,-0.10401226580142975,1.010195016860962,0.21254980564117432
36,73728,855,53.5,0.05800308287143707,0.6838474273681641,0.1959955245256424
37,75776,855,55.8,-0.23052552342414856,0.5888381004333496,0.10970649123191833
38,77824,855,55.72727272727273,-0.1476450115442276,1.1830841302871704,0.14394620060920715
39,79872,856,51.4,0.07942520827054977,0.39526790380477905,0.08919111639261246
40,81920,856,53.5,0.10027137398719788,0.4625869691371918,0.08295426517724991
41,83968,857,58.4,-0.1577713042497635,0.434406042098999,0.08331471681594849
42,86016,857,57.09090909090909,-0.020386433228850365,0.6900231242179871,0.07582522183656693
43,88064,858,57.9,0.1190803050994873,0.5282034277915955,0.07216355949640274
44,90112,858,57.4,0.1161445677280426,0.46415361762046814,0.08798248320817947
45,92160,858,54.0,0.14383450150489807,0.9826045632362366,0.11042614281177521
46,94208,858,56.90909090909091,-0.07429682463407516,0.687476396560669,0.09777289628982544
47,96256,859,54.0,0.18876761198043823,0.41627076268196106,0.2010139673948288
48,98304,859,59.0,-0.06819555163383484,0.8842652440071106,0.1072283387184143
49,100352,859,56.6,0.41362813115119934,0.8211486339569092,0.19246894121170044
50,102400,860,59.0,-0.5407463312149048,5.019875526428223,0.23809978365898132
51,104448,860,57.09090909090909,0.19503328204154968,0.9156370162963867,0.29678085446357727
52,106496,861,57.8,0.04046546667814255,0.8318265676498413,0.29724717140197754
53,108544,861,51.8,0.254711776971817,0.48303163051605225,0.6226412057876587
54,110592,861,57.8,-0.2276669144630432,0.6638537049293518,0.7395106554031372
55,112640,862,50.0,0.33907759189605713,0.6402778029441833,0.6925968527793884
56,114688,862,59.9,0.013380246236920357,0.5333836078643799,0.6685258150100708
57,116736,862,52.5,0.24457654356956482,0.17466667294502258,0.6862781047821045
58,118784,862,55.0,0.09966041892766953,0.6004517674446106,0.7487955689430237
59,120832,863,57.54545454545455,-0.007032427936792374,0.641770601272583,0.7746702432632446
60,122880,863,57.7,0.21553300321102142,0.5216498374938965,0.7373553514480591
61,124928,863,57.8,0.2915306091308594,0.5310177206993103,0.8185361623764038
62,126976,863,56.2,0.02301180362701416,0.7265313267707825,0.8333196640014648
63,129024,863,49.0,0.19422833621501923,0.407279372215271,0.8911128044128418
64,131072,863,53.7,0.02970055490732193,0.3195851445198059,1.0644196271896362
65,133120,864,54.4,0.017206929624080658,0.31529513001441956,1.0148084163665771
66,135168,864,54.9,-0.010964801535010338,0.561794638633728,0.9804583787918091
67,137216,864,57.18181818181818,-0.0008339472115039825,0.18028445541858673,0.8827858567237854
68,139264,864,50.9,-0.05431615561246872,0.3815416693687439,0.4937833845615387
69,141312,864,53.1,-0.10925782471895218,0.4078516662120819,0.4868592619895935
70,143360,864,59.3,-0.17979282140731812,0.5332612991333008,0.4795779883861542
71,145408,865,55.81818181818182,-0.21774089336395264,0.6017798781394958,0.3861593008041382
72,147456,865,55.3,-0.0830591544508934,0.30065327882766724,0.42353105545043945
73,149504,865,57.6,-0.1463603973388672,0.43104615807533264,0.4191226065158844
74,151552,865,54.8,-0.06969872117042542,0.448198139667511,0.4355047941207886
75,153600,865,58.5,-0.718298077583313,7.849554061889648,0.4099573791027069
76,155648,865,53.72727272727273,0.1816319227218628,0.4522451162338257,0.4329730272293091
77,157696,865,53.3,0.033256638795137405,0.2435581237077713,0.4093245267868042
78,159744,865,55.6,0.09428088366985321,0.39392518997192383,0.3060215711593628
79,161792,865,56.7,0.13443908095359802,0.3183252215385437,0.40223026275634766
80,163840,865,51.54545454545455,0.22671689093112946,0.36008840799331665,0.6964151859283447
81,165888,865,52.0,0.07060141861438751,0.2816375494003296,0.89156174659729
82,167936,865,50.1,0.19034919142723083,0.3109079897403717,1.0127439498901367
83,169984,865,55.5,0.03853966295719147,0.23874564468860626,1.038919448852539
84,172032,866,53.45454545454545,0.18218722939491272,0.24955368041992188,1.0353803634643555
85,174080,866,57.3,0.009659089148044586,0.40961533784866333,1.1054649353027344
86,176128,866,53.6,0.21483425796031952,0.4264330565929413,1.0702699422836304
87,178176,866,61.0,0.0603097639977932,0.3000895380973816,1.1075818538665771
88,180224,866,57.09090909090909,0.12286423146724701,0.4265225827693939,1.077041506767273
89,182272,866,56.0,0.30271899700164795,0.3213658928871155,1.1209886074066162
90,184320,866,51.7,0.16601023077964783,0.45944657921791077,1.1649090051651
91,186368,866,57.8,-0.04135853052139282,0.24615028500556946,1.1584053039550781
92,188416,866,53.27272727272727,0.18768192827701569,0.2945098280906677,1.2548060417175293
93,190464,867,59.2,0.14157497882843018,0.2563391923904419,1.2606256008148193
94,192512,867,54.0,0.10039366781711578,0.24602928757667542,1.3324759006500244
95,194560,867,62.2,-0.052956048399209976,0.35055676102638245,1.21907377243042
96,196608,867,54.36363636363637,-0.013578642159700394,0.21984940767288208,1.193903923034668
